Tesla K20c
Repeating	Image size	scale_xy	scale_eps	kernel_xy_size	kernel_eps_size	cubefilling	convolution	slicing	time to allocate	time copy memory	time to free	komplete time

6	51	1	1	1	1	0.024192	1.468672	0.037120	1.548672	0.061408	1.018272	16.998560
6	51	1	1	1	6	0.024320	1.611200	0.027424	1.406656	0.051904	1.021440	12.521952
6	51	1	1	1	11	0.023008	1.892896	0.027232	1.424256	0.051616	1.010400	13.621472
6	51	1	1	1	16	0.023488	2.208192	0.027200	1.408736	0.052800	1.037344	14.498976
6	51	1	1	1	21	0.022976	2.516512	0.027936	1.404640	0.053088	1.012320	12.335552
6	51	1	1	1	26	0.024000	2.827232	0.026944	1.309440	0.051584	1.106144	11.516832
6	51	1	1	1	31	0.024288	3.133408	0.026688	1.291552	0.050752	1.141248	15.129120
6	51	1	1	1	36	0.023968	3.189760	0.028960	1.312672	0.051456	1.114720	14.710976
6	51	1	1	6	1	0.024064	1.928384	0.026304	1.293856	0.050528	1.114080	11.702528
6	51	1	1	6	6	0.024000	2.053024	0.027584	1.374336	0.053472	1.035136	11.738976
6	51	1	1	6	11	0.022944	2.341440	0.027392	1.397472	0.051424	1.014304	12.951424
6	51	1	1	6	16	0.024064	2.662080	0.027456	1.308448	0.052096	1.066368	12.634688
6	51	1	1	6	21	0.023808	2.960544	0.025216	1.310432	0.051488	1.200544	14.290112
6	51	1	1	6	26	0.024256	3.264256	0.026240	1.317280	0.051424	1.217760	12.149696
6	51	1	1	6	31	0.024000	3.583168	0.026880	1.315872	0.051360	1.114016	14.675008
6	51	1	1	6	36	0.024192	3.652352	0.026656	1.285472	0.053440	1.144128	13.709184
6	51	1	1	11	1	0.024448	2.600000	0.069728	1.291488	0.050720	1.166528	10.451520
6	51	1	1	11	6	0.022624	2.738752	0.027872	1.454240	0.051808	1.036512	12.488032
6	51	1	1	11	11	0.024096	3.028672	0.027968	1.298208	0.052384	1.054656	14.521376
6	51	1	1	11	16	0.023872	3.341952	0.027328	1.308736	0.050336	1.014688	11.792320
6	51	1	1	11	21	0.024224	3.650112	0.025024	1.320640	0.051520	1.120032	12.418848
6	51	1	1	11	26	0.024000	3.957824	0.025728	1.304672	0.050496	1.148800	14.720448
6	51	1	1	11	31	0.023872	4.264064	0.027616	1.319200	0.051808	1.211200	15.443648
6	51	1	1	11	36	0.024032	4.329120	0.025088	1.311232	0.052832	1.151104	16.589825
6	51	1	1	16	1	0.023936	3.311808	0.025504	1.291392	0.051200	1.155648	11.858944
6	51	1	1	16	6	0.024000	3.453536	0.027392	1.381056	0.051776	1.146336	16.189407
6	51	1	1	16	11	0.024544	3.738208	0.025888	1.296160	0.051840	1.034848	16.851200
6	51	1	1	16	16	0.024416	4.054752	0.026688	1.319392	0.050912	1.129952	13.005760
6	51	1	1	16	21	0.024096	4.361472	0.026720	1.291680	0.051200	1.145568	11.890624
6	51	1	1	16	26	0.022944	4.660960	0.027872	1.423296	0.051392	1.020192	17.367424
6	51	1	1	16	31	0.024000	4.982112	0.026816	1.362592	0.053248	1.141408	13.338272
6	51	1	1	16	36	0.022880	5.039968	0.027136	1.428352	0.051424	1.138720	15.126432
6	51	1	1	21	1	0.024160	4.020128	0.027840	1.416064	0.053760	1.035808	13.670176
6	51	1	1	21	6	0.022912	4.158336	0.027968	1.453952	0.051488	1.016160	11.910432
6	51	1	1	21	11	0.023936	4.446368	0.028128	1.291040	0.050688	1.018240	15.637472
6	51	1	1	21	16	0.023648	4.760928	0.027200	1.419552	0.051456	1.043520	15.226816
6	51	1	1	21	21	0.022784	5.077536	0.027808	1.296832	0.051232	1.040064	16.503361
6	51	1	1	21	26	0.023104	5.372992	0.027744	1.456896	0.051616	1.045760	15.219072
6	51	1	1	21	31	0.023552	5.677343	0.027456	1.400096	0.051392	1.048256	15.099296
6	51	1	1	21	36	0.023008	5.752512	0.027392	1.404960	0.060256	0.816800	16.959393
6	51	1	1	26	1	0.022752	4.725344	0.027552	1.110560	0.058752	0.815776	14.739904
6	51	1	1	26	6	0.023584	4.859072	0.026944	1.112608	0.057440	0.811520	14.651008
6	51	1	1	26	11	0.023424	5.142432	0.027104	1.115456	0.058400	0.821184	14.676032
6	51	1	1	26	16	0.022880	5.464224	0.026944	1.128800	0.057696	0.812832	12.316224
6	51	1	1	26	21	0.065280	5.773632	0.026912	1.102304	0.061376	0.813760	15.810240
6	51	1	1	26	26	0.023168	6.080704	0.027488	1.103456	0.058816	0.816032	16.984896
6	51	1	1	26	31	0.024160	6.379872	0.026656	1.113024	0.059968	0.814944	16.151745
6	51	1	1	26	36	0.023392	6.451136	0.027488	1.121792	0.058176	0.824320	16.528641
6	51	1	1	31	1	0.024224	5.427104	0.026016	1.104160	0.058784	0.827488	12.272192
6	51	1	1	31	6	0.024224	5.560864	0.029408	1.114496	0.060384	0.815392	15.338400
6	51	1	1	31	11	0.023008	5.853600	0.026944	1.125504	0.057952	0.816672	13.633536
6	51	1	1	31	16	0.022944	6.160416	0.027040	1.110432	0.058720	0.814496	16.864449
6	51	1	1	31	21	0.023296	6.464832	0.027616	1.135552	0.058176	0.826720	17.290785
6	51	1	1	31	26	0.024192	6.775392	0.025312	1.095040	0.058304	0.829632	16.706177
6	51	1	1	31	31	0.024320	7.078752	0.026368	1.083872	0.060064	0.829888	16.041183
6	51	1	1	31	36	0.024512	7.144960	0.025632	1.090432	0.058816	0.830368	12.813184
6	51	1	1	36	1	0.023904	5.583328	0.025728	1.083520	0.060768	0.830368	12.117248
6	51	1	1	36	6	0.023168	5.711168	0.026784	1.107264	0.058112	0.815424	14.022816
6	51	1	1	36	11	0.022848	5.999680	0.025856	1.109536	0.059072	0.813504	15.016960
6	51	1	1	36	16	0.022848	6.309088	0.026816	1.131744	0.058112	0.832256	13.570752
6	51	1	1	36	21	0.022688	6.625024	0.027360	1.102144	0.059296	0.816160	14.945952
6	51	1	1	36	26	0.022880	6.935008	0.026304	1.113696	0.059104	0.814176	16.769089
6	51	1	1	36	31	0.022816	7.242656	0.029312	1.108864	0.098208	0.818048	14.081760
6	51	1	1	36	36	0.022592	7.297664	0.025952	1.106048	0.059904	0.827808	18.883007
6	51	1	6	1	1	0.036896	0.411872	0.034656	0.985728	0.068608	0.746016	3.977024
6	51	1	6	1	6	0.035360	0.447776	0.027616	1.016672	0.074048	0.749856	7.608768
6	51	1	6	1	11	0.036800	0.515904	0.026720	0.998304	0.065920	0.565792	6.790784
6	51	1	6	1	16	0.021568	0.544576	0.023264	0.775360	0.055904	0.568736	4.806848
6	51	1	6	1	21	0.021888	0.620832	0.024512	0.756480	0.057568	0.585152	4.915168
6	51	1	6	1	26	0.021472	0.690112	0.024640	0.751168	0.061216	0.564640	7.549568
6	51	1	6	1	31	0.021856	0.767584	0.026400	0.773504	0.060864	0.563648	6.552864
6	51	1	6	1	36	0.021856	0.784096	0.024416	0.756032	0.061280	0.563808	3.457056
6	51	1	6	6	1	0.021568	0.452864	0.023392	0.762880	0.058496	0.571456	3.765152
6	51	1	6	6	6	0.022048	0.483744	0.024640	0.796192	0.057728	0.565984	7.693536
6	51	1	6	6	11	0.021760	0.559808	0.024544	0.754624	0.061056	0.564960	7.112224
6	51	1	6	6	16	0.022016	0.623808	0.024512	0.770336	0.054272	0.563456	3.498112
6	51	1	6	6	21	0.021632	0.707104	0.025408	0.752096	0.060896	0.564896	7.220736
6	51	1	6	6	26	0.021824	0.769376	0.024064	0.756640	0.059360	0.587840	5.023360
6	51	1	6	6	31	0.021504	0.846432	0.024384	0.769504	0.060864	0.565344	3.525984
6	51	1	6	6	36	0.021888	0.858208	0.026816	0.749088	0.061312	0.564416	3.519200
6	51	1	6	11	1	0.021696	0.564256	0.024224	0.747232	0.060832	0.573728	5.274880
6	51	1	6	11	6	0.021760	0.598624	0.023328	0.766208	0.055904	0.577504	6.121600
6	51	1	6	11	11	0.022048	0.670528	0.024864	0.752640	0.058272	0.564992	6.929792
6	51	1	6	11	16	0.021568	0.740032	0.023424	0.765728	0.057952	0.575136	4.752544
6	51	1	6	11	21	0.021920	0.812448	0.024256	0.772064	0.058048	0.564608	3.486368
6	51	1	6	11	26	0.021824	0.886272	0.024448	0.758048	0.061248	0.564288	7.352960
6	51	1	6	11	31	0.021888	0.947488	0.023360	0.771296	0.058688	0.569376	7.152224
6	51	1	6	11	36	0.021888	0.973376	0.024576	0.756640	0.061248	0.565248	3.981728
6	51	1	6	16	1	0.021760	0.685792	0.024480	0.753792	0.061024	0.564288	4.191200
6	51	1	6	16	6	0.021728	0.716128	0.023200	0.751040	0.059904	0.569984	6.092096
6	51	1	6	16	11	0.022112	0.790016	0.024288	0.751008	0.060896	0.582496	7.284064
6	51	1	6	16	16	0.021568	0.857536	0.023584	0.750976	0.059168	0.572768	3.444352
6	51	1	6	16	21	0.021600	0.922432	0.023488	0.776672	0.053536	0.567264	3.397056
6	51	1	6	16	26	0.021536	0.998528	0.024512	0.760896	0.061376	0.563520	5.026176
6	51	1	6	16	31	0.021888	1.070624	0.024800	0.751808	0.061472	0.565824	6.267168
6	51	1	6	16	36	0.021792	1.084864	0.023168	0.774112	0.059776	0.571616	3.859744
6	51	1	6	21	1	0.021952	0.799424	0.024160	0.752928	0.060672	0.564320	4.985952
6	51	1	6	21	6	0.021568	0.833120	0.026752	0.762944	0.060960	0.563648	3.490240
6	51	1	6	21	11	0.021440	0.903200	0.024224	0.750144	0.058912	0.571744	3.648736
6	51	1	6	21	16	0.022272	0.968032	0.024672	0.774432	0.076416	0.562880	4.742528
6	51	1	6	21	21	0.021760	1.043232	0.024448	0.760928	0.061408	0.564288	7.577504
6	51	1	6	21	26	0.021920	1.109152	0.024800	0.755552	0.058752	0.575136	7.852768
6	51	1	6	21	31	0.021664	1.189536	0.024992	0.750528	0.057536	0.564032	5.287008
6	51	1	6	21	36	0.021504	1.203264	0.024160	0.756608	0.059008	0.571648	7.261120
6	51	1	6	26	1	0.021856	0.909792	0.024736	0.771584	0.060960	0.564416	5.272416
6	51	1	6	26	6	0.021792	0.949376	0.024960	0.749888	0.061120	0.577472	7.199456
6	51	1	6	26	11	0.021568	1.011616	0.024928	0.784576	0.057728	0.565472	8.477760
6	51	1	6	26	16	0.021696	1.090240	0.024800	0.751808	0.060832	0.585920	7.928864
6	51	1	6	26	21	0.021728	1.160672	0.025216	0.768256	0.061024	0.577536	3.855392
6	51	1	6	26	26	0.021632	1.229024	0.024960	0.748288	0.061472	0.584640	4.202688
6	51	1	6	26	31	0.021760	1.299648	0.024960	0.751040	0.061376	0.580576	4.323680
6	51	1	6	26	36	0.022432	1.313472	0.023840	0.776960	0.055360	0.589504	5.860384
6	51	1	6	31	1	0.022112	1.032000	0.024960	0.752992	0.057504	0.565280	6.360672
