Tesla C2050
Repeating	Image size	scale_xy	scale_eps	kernel_xy_size	kernel_eps_size	cubefilling	convolution	slicing	time to allocate	time copy memory	time to free	komplete time

2	51	1	1	1	1	0.028096	2.447264	0.038752	1.056480	0.069376	0.769472	13.120992
2	51	1	1	1	6	0.027136	2.612032	0.024000	1.055648	0.060736	0.764000	9.673536
2	51	1	1	1	11	0.028064	2.799040	0.034688	1.052928	0.062400	0.775424	8.162144
2	51	1	1	1	16	0.027168	2.949152	0.023840	1.052192	0.060256	0.785216	6.660608
2	51	1	1	1	21	0.027200	3.095648	0.023744	1.039584	0.060576	0.762656	8.530240
2	51	1	1	1	26	0.027520	3.265024	0.034528	1.037248	0.060096	0.778144	10.361568
2	51	1	1	1	31	0.027488	3.414080	0.055680	1.104416	0.061248	0.744320	8.745824
2	51	1	1	1	36	0.027264	3.578560	0.023968	1.018912	0.060704	0.766400	7.259040
2	51	1	1	6	1	0.027424	2.880704	0.023904	1.089632	0.059776	0.763744	6.606240
2	51	1	1	6	6	0.027296	3.031328	0.034560	1.014784	0.061152	0.764384	8.745088
2	51	1	1	6	11	0.027296	3.208384	0.034880	1.051840	0.059968	0.764448	10.489248
2	51	1	1	6	16	0.028256	3.370624	0.023904	1.056352	0.062176	0.793696	11.252704
2	51	1	1	6	21	0.027360	3.531968	0.024000	1.077952	0.060448	0.783808	11.481600
2	51	1	1	6	26	0.027200	3.693760	0.023968	1.056928	0.062208	0.767200	11.735008
2	51	1	1	6	31	0.027424	3.858048	0.023968	1.458112	0.060256	0.781760	9.950336
2	51	1	1	6	36	0.037024	4.008320	0.035360	1.018688	0.060800	0.765792	10.050688
2	51	1	1	11	1	0.027360	3.241792	0.024608	1.018208	0.061280	0.825120	10.605248
2	51	1	1	11	6	0.029152	3.406208	0.035488	1.003040	0.060576	0.765856	11.032544
2	51	1	1	11	11	0.027360	3.567360	0.024608	1.018400	0.060608	0.765760	9.581568
2	51	1	1	11	16	0.027488	3.724224	0.034848	1.087680	0.060096	0.764192	8.917184
2	51	1	1	11	21	0.028000	3.888544	0.023936	1.036480	0.060544	0.764544	10.034880
2	51	1	1	11	26	0.027808	4.025984	0.034848	1.056512	0.061984	0.867232	11.115040
2	51	1	1	11	31	0.027648	4.209792	0.035360	1.032000	0.059808	0.766176	9.505248
2	51	1	1	11	36	0.028000	4.368352	0.034848	1.079456	0.062784	0.765408	12.632544
2	51	1	1	16	1	0.027744	3.598080	0.034592	1.128096	0.060416	0.766368	9.288288
2	51	1	1	16	6	0.027616	3.767520	0.023840	1.036096	0.060928	0.789376	10.181280
2	51	1	1	16	11	0.028064	3.924320	0.024160	1.085152	0.062912	0.766336	7.658176
2	51	1	1	16	16	0.027200	4.086240	0.034528	1.052800	0.060640	0.763936	11.840544
2	51	1	1	16	21	0.027808	4.241760	0.023840	1.048224	0.061088	0.766368	9.428160
2	51	1	1	16	26	0.027776	4.407712	0.023968	1.095008	0.060448	0.802496	12.263936
2	51	1	1	16	31	0.028128	4.566464	0.034656	1.074688	0.062752	0.768000	11.252768
2	51	1	1	16	36	0.027552	4.734464	0.024160	1.080192	0.062368	0.778976	10.288384
