Tesla K20c
Repeating	Image size	scale_xy	scale_eps	kernel_xy_size	kernel_eps_size	cubefilling	convolution	slicing	time to allocate	time copy memory	time to free	komplete time

4	51	1	1	1	1	0.024736	1.472640	0.035648	1.453856	0.070176	1.024160	16.947744
4	51	1	1	1	6	0.023968	1.598880	0.026112	1.436672	0.058432	1.062176	9.523840
4	51	1	1	1	11	0.024192	1.900192	0.024480	1.310912	0.402624	1.116384	13.562272
4	51	1	1	1	16	0.024352	2.210080	0.025344	1.312768	0.422080	1.122976	9.441728
4	51	1	1	1	21	0.024032	2.525824	0.026816	1.479072	0.057984	1.047712	10.468448
4	51	1	1	1	26	0.023040	2.819424	0.026336	1.374368	0.058624	1.027712	14.059936
4	51	1	1	1	31	0.024512	3.124672	0.026784	1.287168	0.368512	1.047104	10.443904
4	51	1	1	1	36	0.024224	3.201600	0.024416	1.314464	0.494720	1.140928	12.699232
4	51	1	1	6	1	0.024160	1.917856	0.026752	1.328576	0.052384	1.086176	13.625280
4	51	1	1	6	6	0.024160	2.062496	0.026400	1.482592	0.052160	1.044960	14.430272
4	51	1	1	6	11	0.024352	2.342016	0.027712	1.449504	0.051392	1.018496	12.125824
4	51	1	1	6	16	0.023552	2.658784	0.027296	1.423840	0.059392	1.019136	10.716544
4	51	1	1	6	21	0.024128	2.966720	0.025760	1.287168	0.057440	1.266816	14.456224
4	51	1	1	6	26	0.024096	3.269696	0.026848	1.320640	0.058272	1.148384	14.078304
4	51	1	1	6	31	0.024160	3.577408	0.027712	1.332576	0.398368	1.151872	13.682848
4	51	1	1	6	36	0.024320	3.647232	0.026336	1.284864	0.413216	1.155552	11.080160
4	51	1	1	11	1	0.023968	2.610336	0.026912	1.403232	0.051744	1.016512	14.404480
4	51	1	1	11	6	0.023616	2.742528	0.027104	1.437760	0.051328	1.048736	13.123392
4	51	1	1	11	11	0.023072	3.029888	0.026592	1.433056	0.366688	1.050016	13.614080
4	51	1	1	11	16	0.023872	3.342304	0.026624	1.296544	0.057664	1.017216	12.801472
4	51	1	1	11	21	0.024256	3.647584	0.025792	1.322208	0.057856	1.038400	14.325312
4	51	1	1	11	26	0.024160	3.956640	0.027104	1.297920	0.057472	1.016992	12.554848
4	51	1	1	11	31	0.024096	4.256992	0.026368	1.327232	0.058880	1.149632	12.890528
4	51	1	1	11	36	0.024096	4.327936	0.065536	1.297920	0.056512	1.127168	14.826752
4	51	1	1	16	1	0.024128	3.310112	0.025824	1.299328	0.413440	1.128704	14.216832
4	51	1	1	16	6	0.024128	3.446400	0.026624	1.362624	0.052256	1.145280	12.533344
4	51	1	1	16	11	0.022784	3.735776	0.026496	1.430944	0.058432	1.048000	16.060768
4	51	1	1	16	16	0.024416	4.046144	0.027744	1.445120	0.058624	1.046816	13.040832
4	51	1	1	16	21	0.022880	4.359872	0.027328	1.436224	0.051232	1.050432	14.533600
4	51	1	1	16	26	0.022944	4.730112	0.026304	1.452032	0.052896	1.039744	16.343168
4	51	1	1	16	31	0.023840	4.976896	0.026528	1.432448	0.051360	1.036544	14.392352
4	51	1	1	16	36	0.022912	5.056896	0.027392	1.412576	0.051424	1.044640	17.285568
4	51	1	1	21	1	0.024192	4.018560	0.026560	1.447008	0.052672	1.021216	14.373152
4	51	1	1	21	6	0.022688	4.148608	0.025792	1.388832	0.050656	1.021696	12.457472
4	51	1	1	21	11	0.022976	4.445248	0.026272	1.412576	0.051488	1.040480	16.597281
4	51	1	1	21	16	0.023328	4.760864	0.027136	1.434656	0.051104	1.042752	17.079712
4	51	1	1	21	21	0.024096	5.065184	0.027648	1.412128	0.053056	1.148960	16.371361
4	51	1	1	21	26	0.024320	5.370144	0.024640	1.402912	0.486624	1.122464	16.483200
4	51	1	1	21	31	0.024256	5.672768	0.024384	1.323520	0.060960	1.142720	14.414496
4	51	1	1	21	36	0.024224	5.745600	0.025120	1.374368	0.061504	1.146016	16.020992
4	51	1	1	26	1	0.024064	4.720032	0.025856	1.307264	0.390208	1.150848	14.397408
4	51	1	1	26	6	0.024000	4.856384	0.026016	1.403840	0.405056	1.194912	17.015553
4	51	1	1	26	11	0.032480	5.149792	0.025376	1.318944	0.410432	1.256704	14.268000
4	51	1	1	26	16	0.024288	5.458752	0.024608	1.302880	0.062528	1.141216	16.864096
4	51	1	1	26	21	0.024544	5.770112	0.026368	1.296416	0.057600	1.119776	17.087135
4	51	1	1	26	26	0.024256	6.077696	0.026272	1.299520	0.338624	1.042272	16.234079
